Solution,Window,Sparsity,Precision,Test Instance,NUN Instance
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",539,0.775,0.8863365,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",538,0.7765625,0.8704936,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",537,0.740625,0.91440314,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",536,0.73359375,0.91247886,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",535,0.7734375,0.86999965,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",534,0.7734375,0.880635,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",533,0.78984375,0.87870276,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",532,0.740625,0.92305624,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",531,0.76171875,0.89198977,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",530,0.7609375,0.88770604,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",529,0.7328125,0.9069926,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",528,0.78046875,0.88554823,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",527,0.72265625,0.9098001,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",526,0.75234375,0.8878398,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",525,0.78671875,0.7979816,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",524,0.7828125,0.8775608,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",523,0.75234375,0.90204084,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",522,0.75078125,0.9179366,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",521,0.7859375,0.8987491,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",520,0.78125,0.89568305,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",519,0.79296875,0.88282263,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",518,0.76875,0.8704245,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",517,0.78515625,0.8317096,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",516,0.77109375,0.89389884,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",515,0.7515625,0.9168401,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",514,0.753125,0.895933,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",513,0.75546875,0.9111864,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",512,0.78984375,0.8526684,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",511,0.73359375,0.9001943,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",510,0.7734375,0.88504016,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",509,0.75078125,0.89954036,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",508,0.77265625,0.8729032,0,1
"[[0.4199  0.35568]
 [0.25688 0.18278]
 [0.12844 0.06916]
 ...
 [0.05928 0.10868]
 [0.05928 0.04446]
 [0.0494  0.04446]]",507,0.79453125,0.8515161,0,1
