Solution,Window,Sparsity,Precision,Test Instance,NUN Instance
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",41,0.9444444444444444,0.9986173,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",40,0.9375,0.90315,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",39,0.9112654320987654,0.94236565,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",38,0.9498456790123457,0.8458439,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",37,0.9637345679012346,0.80499375,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",36,0.9513888888888888,0.87951505,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",35,0.9498456790123457,0.8404964,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",34,0.9606481481481481,0.6915756,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",33,0.9135802469135802,0.9323287,0,193
"[[ 1.1063   1.247    1.247   ...  1.0854   1.1599   1.2143 ]
 [ 1.2143   1.1306   1.1306  ...  1.1222   1.0352   1.0829 ]
 [ 1.0829   1.0829   1.0829  ...  1.0452   1.0452   0.75635]
 ...
 [-0.83228 -0.83228 -1.2645  ... -1.792   -1.9642  -1.9642 ]
 [-1.7371  -1.7371  -1.2719  ... -1.6015  -1.5539  -1.5539 ]
 [-1.6602  -2.6419  -2.6419  ... -1.9056  -0.60882 -0.60882]]",32,0.9436728395061729,0.88624066,0,193
