Solution,Window,Sparsity,Precision,Test Instance,NUN Instance
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.41586]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.27079]
 [0.2882  0.52224]
 [0.38685 0.45261]
 [0.72534 0.62089]
 [0.68472 0.73308]
 [0.76402 0.77756]
 [0.76015 0.70793]
 [0.62863 0.53965]
 [0.44487 0.3617 ]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.30561]
 [0.29594 0.45648]
 [0.34043 0.39845]
 [0.47389 0.55899]
 [0.6383  0.38194]
 [0.37731 0.37731]
 [0.37731 0.35417]
 [0.32639 0.53241]
 [0.29398 0.32407]
 [0.38426 0.45833]
 [0.57639 0.72685]
 [0.82639 0.48611]
 [0.49306 0.60648]
 [0.50694 0.42593]
 [0.37037 0.3287 ]
 [0.31481 0.32176]
 [0.34028 0.37037]
 [0.37963 0.36806]
 [0.50694 0.50694]
 [0.51389 0.52083]
 [0.52083 0.53241]
 [0.64815 0.50694]
 [0.49074 0.49769]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",38,0.8444444444444444,0.89946824,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.41586]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.27079]
 [0.2882  0.52224]
 [0.59574 0.45261]
 [0.72534 0.62089]
 [0.68472 0.73308]
 [0.76402 0.77756]
 [0.76015 0.70793]
 [0.62863 0.53965]
 [0.44487 0.3617 ]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.30561]
 [0.29594 0.45648]
 [0.34043 0.39845]
 [0.47389 0.55899]
 [0.6383  0.38194]
 [0.37731 0.47917]
 [0.37731 0.35417]
 [0.32639 0.53241]
 [0.29398 0.53935]
 [0.38426 0.45833]
 [0.57639 0.48611]
 [0.82639 0.48611]
 [0.49306 0.60648]
 [0.50694 0.42593]
 [0.37037 0.49306]
 [0.31481 0.32176]
 [0.34028 0.37037]
 [0.37963 0.36806]
 [0.32407 0.50694]
 [0.51389 0.52083]
 [0.52083 0.53241]
 [0.64815 0.50694]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",37,0.8222222222222222,0.58267367,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.48936]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.36364]
 [0.44487 0.52224]
 [0.59574 0.65957]
 [0.72534 0.62089]
 [0.79497 0.73308]
 [0.76402 0.77756]
 [0.66151 0.70793]
 [0.62863 0.53965]
 [0.44487 0.3617 ]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.30561]
 [0.29594 0.45648]
 [0.5087  0.39845]
 [0.47389 0.55899]
 [0.74275 0.38194]
 [0.37731 0.47917]
 [0.37731 0.35417]
 [0.32639 0.30093]
 [0.29398 0.32407]
 [0.38426 0.45833]
 [0.49769 0.48611]
 [0.48611 0.48611]
 [0.49306 0.50463]
 [0.50694 0.49769]
 [0.49537 0.49306]
 [0.48843 0.49074]
 [0.34028 0.37037]
 [0.37963 0.36806]
 [0.32407 0.29861]
 [0.51389 0.52083]
 [0.52083 0.53241]
 [0.64815 0.74537]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",36,0.7,0.85976046,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.41586]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.27079]
 [0.44487 0.52224]
 [0.59574 0.65957]
 [0.72534 0.77563]
 [0.68472 0.73308]
 [0.76402 0.77756]
 [0.76015 0.70793]
 [0.62863 0.53965]
 [0.44487 0.3617 ]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.30561]
 [0.29594 0.45648]
 [0.5087  0.39845]
 [0.47389 0.55899]
 [0.74275 0.38194]
 [0.37731 0.47917]
 [0.37731 0.35417]
 [0.32639 0.30093]
 [0.29398 0.32407]
 [0.38426 0.45833]
 [0.49769 0.48611]
 [0.48611 0.48611]
 [0.49306 0.50463]
 [0.50694 0.42593]
 [0.49537 0.49306]
 [0.48843 0.49074]
 [0.48843 0.37037]
 [0.37963 0.36806]
 [0.32407 0.29861]
 [0.30787 0.35185]
 [0.4213  0.53241]
 [0.64815 0.74537]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",35,0.7666666666666667,0.56154525,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.41586]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.36364]
 [0.44487 0.52224]
 [0.59574 0.65957]
 [0.72534 0.62089]
 [0.79497 0.73308]
 [0.76402 0.77756]
 [0.66151 0.70793]
 [0.62863 0.53965]
 [0.44487 0.3617 ]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.30561]
 [0.29594 0.45648]
 [0.5087  0.39845]
 [0.47389 0.55899]
 [0.74275 0.38194]
 [0.37731 0.47917]
 [0.37731 0.35417]
 [0.32639 0.53241]
 [0.29398 0.32407]
 [0.53472 0.45833]
 [0.49769 0.48611]
 [0.48611 0.48611]
 [0.49306 0.50463]
 [0.50694 0.42593]
 [0.49537 0.49306]
 [0.48843 0.49074]
 [0.48843 0.37037]
 [0.37963 0.36806]
 [0.32407 0.29861]
 [0.30787 0.35185]
 [0.4213  0.53241]
 [0.64815 0.74537]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",34,0.7222222222222222,0.69415677,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.41586]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.36364]
 [0.44487 0.52224]
 [0.59574 0.65957]
 [0.72534 0.62089]
 [0.79497 0.73308]
 [0.76402 0.77756]
 [0.66151 0.70793]
 [0.62863 0.53965]
 [0.44487 0.3617 ]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.30561]
 [0.29594 0.45648]
 [0.5087  0.39845]
 [0.47389 0.55899]
 [0.74275 0.38194]
 [0.37731 0.47917]
 [0.37731 0.35417]
 [0.32639 0.30093]
 [0.29398 0.32407]
 [0.38426 0.45833]
 [0.49769 0.48611]
 [0.48611 0.48611]
 [0.49306 0.50463]
 [0.50694 0.42593]
 [0.49537 0.49306]
 [0.48843 0.49074]
 [0.48843 0.37037]
 [0.37963 0.36806]
 [0.32407 0.29861]
 [0.30787 0.35185]
 [0.4213  0.53241]
 [0.64815 0.74537]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",33,0.7444444444444445,0.6481575,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.41586]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.27079]
 [0.44487 0.52224]
 [0.59574 0.65957]
 [0.72534 0.77563]
 [0.68472 0.73308]
 [0.76402 0.77756]
 [0.76015 0.70793]
 [0.62863 0.53965]
 [0.44487 0.47969]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.30561]
 [0.39845 0.45648]
 [0.5087  0.39845]
 [0.47389 0.55899]
 [0.6383  0.47685]
 [0.47917 0.47917]
 [0.47917 0.47917]
 [0.49306 0.53241]
 [0.53704 0.53935]
 [0.53472 0.45833]
 [0.49769 0.48611]
 [0.48611 0.48611]
 [0.49306 0.50463]
 [0.50694 0.49769]
 [0.49537 0.49306]
 [0.48843 0.49074]
 [0.48843 0.49306]
 [0.37963 0.36806]
 [0.32407 0.29861]
 [0.30787 0.35185]
 [0.4213  0.53241]
 [0.64815 0.74537]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",32,0.6333333333333333,0.8783976,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59768]
 [0.4971  0.48936]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.36364]
 [0.44487 0.52224]
 [0.59574 0.65957]
 [0.72534 0.62089]
 [0.79497 0.73308]
 [0.77563 0.72534]
 [0.66151 0.70793]
 [0.62863 0.54932]
 [0.51451 0.47969]
 [0.29787 0.40619]
 [0.294   0.31141]
 [0.31335 0.34236]
 [0.39845 0.45648]
 [0.5087  0.39845]
 [0.47389 0.55899]
 [0.6383  0.47685]
 [0.47917 0.47917]
 [0.47917 0.47917]
 [0.49306 0.53241]
 [0.53704 0.53935]
 [0.53472 0.50694]
 [0.49769 0.48611]
 [0.48611 0.48611]
 [0.49306 0.50463]
 [0.50231 0.49769]
 [0.49537 0.49306]
 [0.31481 0.32176]
 [0.34028 0.37037]
 [0.37963 0.36806]
 [0.32407 0.29861]
 [0.30787 0.35185]
 [0.4213  0.53241]
 [0.64815 0.74537]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",31,0.5444444444444444,0.5629154,0,17
"[[0.79691 0.79691]
 [0.79884 0.79497]
 [0.77563 0.73501]
 [0.67505 0.59381]
 [0.4971  0.48936]
 [0.34816 0.2882 ]
 [0.26499 0.26112]
 [0.26306 0.36364]
 [0.44487 0.52224]
 [0.59574 0.65957]
 [0.72534 0.62089]
 [0.79497 0.73308]
 [0.76402 0.72534]
 [0.66151 0.70793]
 [0.62863 0.53965]
 [0.44487 0.47969]
 [0.29787 0.2824 ]
 [0.294   0.31141]
 [0.31335 0.34236]
 [0.39845 0.45648]
 [0.5087  0.39845]
 [0.47389 0.55899]
 [0.6383  0.47685]
 [0.47917 0.47917]
 [0.47917 0.47917]
 [0.49306 0.53241]
 [0.53704 0.53935]
 [0.53472 0.50694]
 [0.49769 0.48611]
 [0.48611 0.48611]
 [0.49306 0.50463]
 [0.50694 0.49769]
 [0.49537 0.49306]
 [0.31481 0.32176]
 [0.34028 0.37037]
 [0.37963 0.36806]
 [0.32407 0.29861]
 [0.30787 0.35185]
 [0.4213  0.53241]
 [0.64815 0.74537]
 [0.83565 0.87963]
 [0.83796 0.74074]
 [0.62269 0.51389]
 [0.42593 0.36111]
 [0.3125  0.29398]]",30,0.6111111111111112,0.54914147,0,17
"[[0.5648   0.56286 ]
 [0.56093  0.55899 ]
 [0.55899  0.55126 ]
 [0.52224  0.46615 ]
 [0.39072  0.31141 ]
 [0.24371  0.17795 ]
 [0.12186  0.10251 ]
 [0.098646 0.096712]
 [0.092843 0.10832 ]
 [0.13926  0.17988 ]
 [0.23598  0.30754 ]
 [0.39845  0.48936 ]
 [0.56867  0.62282 ]
 [0.6499   0.64797 ]
 [0.62089  0.56286 ]
 [0.47969  0.38491 ]
 [0.30368  0.24565 ]
 [0.20503  0.17602 ]
 [0.15667  0.1412  ]
 [0.13926  0.16054 ]
 [0.20503  0.26306 ]
 [0.33269  0.41006 ]
 [0.4913   0.32407 ]
 [0.53472  0.53472 ]
 [0.32407  0.32407 ]
 [0.31019  0.54167 ]
 [0.26852  0.55556 ]
 [0.32176  0.56944 ]
 [0.44676  0.55787 ]
 [0.67824  0.75694 ]
 [0.75     0.6875  ]
 [0.59722  0.50694 ]
 [0.42361  0.59259 ]
 [0.30556  0.25926 ]
 [0.23843  0.25231 ]
 [0.28472  0.56481 ]
 [0.58102  0.2662  ]
 [0.59491  0.59028 ]
 [0.58333  0.57639 ]
 [0.57407  0.45139 ]
 [0.50694  0.5787  ]
 [0.63194  0.62037 ]
 [0.55556  0.49074 ]
 [0.42361  0.34722 ]
 [0.28009  0.24306 ]]",21,0.8555555555555555,0.93225724,1,21
